21/03/2014	1.1029
22/03/2014	1.101
23/03/2014	1.101
24/03/2014	1.0991
25/03/2014	1.0952
26/03/2014	1.088
27/03/2014	1.0827
28/03/2014	1.079
29/03/2014	1.0814
30/03/2014	1.0814
31/03/2014	1.083
01/04/2014	1.0785
02/04/2014	1.0826
03/04/2014	1.085
04/04/2014	1.0823
05/04/2014	1.0771
06/04/2014	1.0771
07/04/2014	1.0777
08/04/2014	1.0758
09/04/2014	1.0679
10/04/2014	1.0614
11/04/2014	1.0667
12/04/2014	1.0645
13/04/2014	1.0645
14/04/2014	1.0651
15/04/2014	1.065
16/04/2014	1.0667
17/04/2014	1.0676
18/04/2014	1.0713
19/04/2014	1.0721
20/04/2014	1.0721
21/04/2014	1.0716
22/04/2014	1.0679
23/04/2014	1.0774
24/04/2014	1.0763
25/04/2014	1.0763
26/04/2014	1.0783
27/04/2014	1.0789
28/04/2014	1.0789
29/04/2014	1.0755
30/04/2014	1.0823
01/05/2014	1.0774
02/05/2014	1.0757
03/05/2014	1.0782
04/05/2014	1.0786
05/05/2014	1.0786
06/05/2014	1.0793
07/05/2014	1.0771
08/05/2014	1.0706
09/05/2014	1.0674
10/05/2014	1.0685
11/05/2014	1.0685
12/05/2014	1.0686
13/05/2014	1.0682
14/05/2014	1.0688
15/05/2014	1.0642
16/05/2014	1.0674
17/05/2014	1.0689
18/05/2014	1.068
19/05/2014	1.068
20/05/2014	1.0679
21/05/2014	1.0754
22/05/2014	1.0831
23/05/2014	1.0787
24/05/2014	1.0821
25/05/2014	1.0836
26/05/2014	1.0801
27/05/2014	1.0801
28/05/2014	1.0796
29/05/2014	1.0783
30/05/2014	1.073
31/05/2014	1.0742
01/06/2014	1.0746
02/06/2014	1.0793
03/06/2014	1.0811
04/06/2014	1.0791
05/06/2014	1.077
06/06/2014	1.0717
07/06/2014	1.0716
08/06/2014	1.0716
09/06/2014	1.069
10/06/2014	1.0689
11/06/2014	1.0656
12/06/2014	1.0667
13/06/2014	1.0621
14/06/2014	1.0635
15/06/2014	1.0635
16/06/2014	1.0639
17/06/2014	1.0687
18/06/2014	1.0713
19/06/2014	1.0637
20/06/2014	1.0626
21/06/2014	1.0654
22/06/2014	1.0654
23/06/2014	1.0593
24/06/2014	1.061
25/06/2014	1.0679
26/06/2014	1.0638
27/06/2014	1.0598
28/06/2014	1.0611
29/06/2014	1.0611
30/06/2014	1.0615
01/07/2014	1.0613
02/07/2014	1.057
03/07/2014	1.0663
04/07/2014	1.068
05/07/2014	1.068
06/07/2014	1.068
07/07/2014	1.0686
08/07/2014	1.0658
09/07/2014	1.0641
10/07/2014	1.0635
11/07/2014	1.0648
12/07/2014	1.0648
13/07/2014	1.0648
14/07/2014	1.0643
15/07/2014	1.0645
16/07/2014	1.0702
17/07/2014	1.0684
18/07/2014	1.068
19/07/2014	1.0646
20/07/2014	1.0646
21/07/2014	1.0647
22/07/2014	1.0654
23/07/2014	1.0603
24/07/2014	1.0577
25/07/2014	1.0624
26/07/2014	1.0643
27/07/2014	1.0643
28/07/2014	1.0646
29/07/2014	1.0644
30/07/2014	1.0658
31/07/2014	1.0732
01/08/2014	1.0759
02/08/2014	1.0739
03/08/2014	1.0739
04/08/2014	1.0727
05/08/2014	1.0725
06/08/2014	1.0751
07/08/2014	1.0767
08/08/2014	1.0813
09/08/2014	1.0778
10/08/2014	1.0778
11/08/2014	1.0772
12/08/2014	1.0795
13/08/2014	1.0775
14/08/2014	1.0757
15/08/2014	1.0726
16/08/2014	1.0725
17/08/2014	1.0725
18/08/2014	1.0729
19/08/2014	1.0707
20/08/2014	1.0761
21/08/2014	1.0809
22/08/2014	1.0736
23/08/2014	1.0739
24/08/2014	1.0741
25/08/2014	1.0738
26/08/2014	1.076
27/08/2014	1.0734
28/08/2014	1.0686
29/08/2014	1.0695
30/08/2014	1.0709
31/08/2014	1.0709
01/09/2014	1.0706
02/09/2014	1.076
03/09/2014	1.0779
04/09/2014	1.0696
05/09/2014	1.0704
06/09/2014	1.0663
07/09/2014	1.0663
08/09/2014	1.0669
09/09/2014	1.0795
10/09/2014	1.0912
11/09/2014	1.088
12/09/2014	1.1035
13/09/2014	1.1062
14/09/2014	1.1062
15/09/2014	1.1095
16/09/2014	1.1075
17/09/2014	1.1021
18/09/2014	1.1159
19/09/2014	1.1166
20/09/2014	1.1202
21/09/2014	1.1202
22/09/2014	1.1186
23/09/2014	1.1233
24/09/2014	1.128
25/09/2014	1.1323
26/09/2014	1.139
27/09/2014	1.1401
28/09/2014	1.1401
29/09/2014	1.1482
30/09/2014	1.1427
01/10/2014	1.1526
02/10/2014	1.1361
03/10/2014	1.1375
04/10/2014	1.1528
05/10/2014	1.1528
06/10/2014	1.1504
07/10/2014	1.1429
08/10/2014	1.14
09/10/2014	1.1263
10/10/2014	1.1399
11/10/2014	1.1513
12/10/2014	1.1513
13/10/2014	1.1441
14/10/2014	1.1376
15/10/2014	1.1467
16/10/2014	1.1376
17/10/2014	1.1426
18/10/2014	1.1427
19/10/2014	1.1427
20/10/2014	1.1398
21/10/2014	1.1342
22/10/2014	1.1377
23/10/2014	1.142
24/10/2014	1.1426
25/10/2014	1.1371
26/10/2014	1.1371
27/10/2014	1.1348
28/10/2014	1.1345
29/10/2014	1.1278
30/10/2014	1.1411
31/10/2014	1.1381
01/11/2014	1.1365
02/11/2014	1.1365
03/11/2014	1.1445
04/11/2014	1.1467
05/11/2014	1.1449
06/11/2014	1.1619
07/11/2014	1.1691
08/11/2014	1.1582
09/11/2014	1.1598
10/11/2014	1.153
11/11/2014	1.16
12/11/2014	1.1526
13/11/2014	1.1496
14/11/2014	1.1508
15/11/2014	1.1426
16/11/2014	1.1429
17/11/2014	1.138
18/11/2014	1.147
19/11/2014	1.1549
20/11/2014	1.1645
21/11/2014	1.157
22/11/2014	1.1534
23/11/2014	1.1534
24/11/2014	1.1509
25/11/2014	1.1635
26/11/2014	1.1717
27/11/2014	1.1638
28/11/2014	1.1778
29/11/2014	1.1755
30/11/2014	1.1755
01/12/2014	1.183
02/12/2014	1.1757
03/12/2014	1.19
04/12/2014	1.1914
05/12/2014	1.1946
06/12/2014	1.2018
07/12/2014	1.2018
08/12/2014	1.2082
09/12/2014	1.2134
10/12/2014	1.2027
11/12/2014	1.201
12/12/2014	1.2085
13/12/2014	1.2126
14/12/2014	1.2126
15/12/2014	1.2139
16/12/2014	1.2155
17/12/2014	1.2267
18/12/2014	1.2293
19/12/2014	1.2216
20/12/2014	1.2281
21/12/2014	1.2281
22/12/2014	1.2247
23/12/2014	1.2318
24/12/2014	1.232
25/12/2014	1.2329
26/12/2014	1.2304
27/12/2014	1.2314
28/12/2014	1.2314
29/12/2014	1.2288
30/12/2014	1.2306
31/12/2014	1.2208
01/01/2015	1.2242
02/01/2015	1.23
03/01/2015	1.2361
04/01/2015	1.2361
05/01/2015	1.2404
06/01/2015	1.2302
07/01/2015	1.2388
08/01/2015	1.2313
09/01/2015	1.2282
10/01/2015	1.2191
11/01/2015	1.2191
12/01/2015	1.2128
13/01/2015	1.2242
14/01/2015	1.2351
15/01/2015	1.2184
16/01/2015	1.2141
17/01/2015	1.2155
18/01/2015	1.2155
19/01/2015	1.2174
20/01/2015	1.223
21/01/2015	1.218
22/01/2015	1.24
23/01/2015	1.2536
24/01/2015	1.2638
25/01/2015	1.2638
26/01/2015	1.2685
27/01/2015	1.2587
28/01/2015	1.2512
29/01/2015	1.2711
30/01/2015	1.2842
31/01/2015	1.2876
01/02/2015	1.2876
02/02/2015	1.2847
03/02/2015	1.3055
04/02/2015	1.2779
05/02/2015	1.2862
06/02/2015	1.2768
07/02/2015	1.2827
08/02/2015	1.2827
09/02/2015	1.2874
10/02/2015	1.2787
11/02/2015	1.2869
12/02/2015	1.3071
13/02/2015	1.2846
14/02/2015	1.2883
15/02/2015	1.2883
16/02/2015	1.2837
17/02/2015	1.2821
18/02/2015	1.2788
19/02/2015	1.2757
20/02/2015	1.2807
21/02/2015	1.2752
22/02/2015	1.2752
23/02/2015	1.2838
24/02/2015	1.2862
25/02/2015	1.2697
26/02/2015	1.2735
27/02/2015	1.2836
28/02/2015	1.2801
01/03/2015	1.2801
02/03/2015	1.2864
03/03/2015	1.2863
04/03/2015	1.2788
05/03/2015	1.2784
06/03/2015	1.2824
07/03/2015	1.2959
08/03/2015	1.2959
09/03/2015	1.2992
10/03/2015	1.3069
11/03/2015	1.3163
12/03/2015	1.3187
13/03/2015	1.299
14/03/2015	1.3094
15/03/2015	1.3094
16/03/2015	1.3093
17/03/2015	1.3116
18/03/2015	1.3109
19/03/2015	1.2899
20/03/2015	1.3025
